long,long,bool,bool,long,long,
387,2962,0,0,8,0,
388,2963,0,0,8,0,
389,2964,0,0,2,0,
390,2965,0,0,4,0,
391,2966,0,0,8,0,
392,2967,0,0,4,0,
393,2968,0,0,4,0,
401,2969,1,1,1,0,
402,2970,1,1,1,0,
421,2971,0,0,2,0,
441,3045,0,0,10,0,
442,3046,0,0,6,0,
443,3047,0,0,12,0,
444,3048,0,0,10,0,
445,3049,0,0,12,0,
446,3050,0,0,6,0,
447,3051,0,0,10,0,
448,3052,0,0,10,0,
449,3053,0,0,6,0,
450,3054,0,0,10,0,
451,3055,0,0,10,0,
452,3056,0,0,6,0,
453,3057,0,0,10,0,
454,3058,0,0,12,0,
455,3059,0,0,12,0,
456,3060,0,0,12,0,
457,3061,0,0,10,0,
458,3062,0,0,12,0,
459,3063,0,0,10,0,
460,3065,1,1,2,0,
461,3064,0,0,10,0,
462,3066,0,0,10,0,
463,3067,0,0,10,0,
464,3068,0,0,12,0,
465,3069,0,0,6,0,
466,3070,0,0,6,0,
467,3071,0,0,10,0,
468,3072,0,0,6,0,
469,3073,0,0,6,0,
470,3074,0,0,12,0,
471,3075,0,0,6,0,
472,3076,0,0,6,0,
473,3077,0,0,10,0,
474,3078,0,0,12,0,
475,3079,0,0,6,0,
476,3080,0,0,12,0,
477,3081,0,0,6,0,
478,3082,0,0,12,0,
479,3103,1,1,2,0,
480,3083,0,0,10,0,
481,3084,0,0,12,0,
482,3085,0,0,12,0,
483,3086,0,0,10,0,
484,3087,0,0,6,0,
485,3088,0,0,12,0,
486,3089,0,0,12,0,
487,3090,0,0,6,0,
488,3091,0,0,12,0,
501,3099,0,0,10,0,
502,3100,0,0,10,0,
503,3101,0,0,10,0,
521,3104,0,0,8,0,
522,3105,0,0,8,0,
523,3106,0,0,10,0,
524,3107,0,0,10,0,
525,3108,0,0,10,0,
526,3109,0,0,10,0,
527,3110,0,0,10,0,
528,3111,0,0,10,0,
529,3112,0,0,6,0,
530,3113,0,0,6,0,
541,3115,0,0,2,0,
542,3116,0,0,2,0,
543,3117,0,0,2,0,
544,3118,0,0,2,0,
545,3119,0,0,2,0,
546,3120,0,0,4,0,
547,3121,0,0,2,0,
548,3122,0,0,8,0,
549,3123,0,0,8,0,
550,3124,0,0,8,0,
551,3125,0,0,8,0,
552,3126,0,0,2,0,
553,3127,0,0,4,0,
554,3128,0,0,8,0,
555,3129,0,0,4,0,
556,3130,0,0,4,0,
557,3131,0,0,4,0,
558,3132,0,0,8,0,
559,3133,0,0,10,0,
560,3134,0,0,10,0,
561,3135,0,0,10,0,
562,3136,0,0,10,0,
563,3137,0,0,10,0,
564,3138,0,0,10,0,
565,3139,0,0,6,0,
566,3140,0,0,6,0,
567,3141,0,0,6,0,
568,3142,0,0,10,0,
569,3143,0,0,10,0,
570,3144,0,0,6,0,
571,3145,0,0,12,0,
572,3146,0,0,12,0,
573,3147,0,0,10,0,
574,3148,0,0,12,0,
581,3154,0,0,1,0,
582,3155,0,0,1,0,
601,3156,0,0,10,0,
602,3157,0,0,10,0,
603,3158,0,0,10,0,
604,3159,0,0,6,0,
605,3160,0,0,6,0,
606,3161,0,0,12,0,
607,3162,0,0,1,0,
608,3163,0,0,1,0,
621,3197,0,0,2,0,
641,3201,0,0,10,0,
642,3202,0,0,10,0,
661,0,0,0,1,0,
681,3206,0,0,14,0,
701,3207,0,0,2,0,
702,3208,0,0,2,0,
703,3209,0,0,2,0,
704,3210,0,0,2,0,
705,3211,0,0,2,0,
706,3212,0,0,8,0,
707,3213,0,0,8,0,
708,3214,0,0,8,0,
709,3215,0,0,4,0,
710,3216,0,0,2,0,
711,3217,0,0,4,0,
712,3218,0,0,8,0,
713,3219,0,0,4,0,
714,3220,0,0,4,0,
715,3221,0,0,4,0,
721,0,0,0,1,0,
741,3226,0,0,12,0,
761,3242,0,0,14,0,
781,3254,0,0,14,0,
801,3261,0,0,1,0,
821,3262,1,1,8,0,
841,3264,0,0,4,0,
861,3268,0,0,8,0,
881,0,0,0,14,0,
901,3270,0,0,4,0,
902,3271,0,0,6,0,
903,3272,0,0,12,0,
921,3281,0,0,2,0,
922,3282,0,0,2,0,
923,3283,0,0,2,0,
941,3274,0,0,1,0,
942,3275,0,0,1,0,
961,3280,0,0,12,0,
981,3284,0,0,12,0,
982,3285,0,0,12,0,
983,3286,0,0,6,0,
984,3287,0,0,4,0,
1001,3292,0,0,2,0,
1002,3293,0,0,8,0,
1021,3317,0,0,8,0,
1041,3318,0,0,10,0,
1061,3321,0,0,2,0,
1081,3324,0,0,2,0,
1101,3333,0,0,10,0,
1102,0,0,0,8,0,
1103,0,0,0,2,0,
1104,0,0,0,4,0,
1105,0,0,0,6,0,
1106,0,0,0,12,0,
1121,3334,0,0,1,0,
1122,3335,1,1,2,0,
1123,3336,1,1,4,0,
1124,3337,1,1,6,0,
1125,3338,1,1,6,0,
1126,3339,1,1,2,0,
1127,3340,1,1,4,0,
1141,3371,0,0,2,0,
1142,3372,0,0,10,0,
1143,3373,0,0,2,0,
1144,3374,0,0,2,0,
1145,3375,0,0,2,0,
1146,3376,0,0,4,0,
1147,3377,0,0,2,0,
1148,3378,0,0,4,0,
1149,3379,0,0,2,0,
1150,3380,0,0,2,0,
1151,3381,0,0,2,0,
1152,3382,0,0,4,0,
1153,3383,0,0,8,0,
1154,3384,0,0,4,0,
1155,3385,0,0,4,0,
1156,3386,0,0,4,0,
1157,3387,0,0,8,0,
1158,3388,0,0,8,0,
1159,3389,0,0,8,0,
1160,3390,0,0,8,0,
1161,3391,0,0,12,0,
1162,3392,0,0,10,0,
1163,3393,0,0,10,0,
1164,3394,0,0,10,0,
1165,3395,0,0,10,0,
1166,3396,0,0,12,0,
1167,3397,0,0,10,0,
1168,3398,0,0,10,0,
1169,3399,0,0,10,0,
1170,3400,0,0,10,0,
1171,3401,0,0,10,0,
1172,3402,0,0,10,0,
1173,3403,0,0,10,0,
1174,3404,0,0,6,0,
1175,3405,0,0,6,0,
1176,3411,0,0,10,0,
1177,3407,0,0,6,0,
1178,3408,0,0,6,0,
1179,3409,0,0,6,0,
1180,3410,0,0,6,0,
1181,3406,0,0,10,0,
1182,3412,0,0,6,0,
1183,3413,0,0,6,0,
1184,3414,0,0,6,0,
1185,3415,0,0,10,0,
1186,3416,0,0,6,0,
1187,3417,0,0,6,0,
1188,3422,0,0,6,0,
1189,3423,0,0,10,0,
1190,3424,0,0,6,0,
1191,3426,0,0,6,0,
1192,3418,0,0,6,0,
1193,3419,0,0,6,0,
1194,3420,0,0,10,0,
1195,3421,0,0,6,0,
1196,3427,0,0,10,0,
1197,3428,0,0,12,0,
1198,3429,0,0,12,0,
1199,3430,0,0,12,0,
1200,3431,0,0,12,0,
1201,3432,0,0,12,0,
1202,3433,0,0,10,0,
1203,3434,0,0,12,0,
1204,3435,0,0,12,0,
1205,3436,0,0,12,0,
1206,3437,0,0,12,0,
1207,3438,0,0,10,0,
1208,3439,0,0,12,0,
1209,3440,0,0,12,0,
1210,3441,0,0,12,0,
1211,3442,0,0,12,0,
1212,3443,0,0,12,0,
1213,3444,0,0,12,0,
1214,3445,0,0,12,0,
1215,3446,0,0,2,0,
1216,3447,0,0,2,0,
1217,3448,0,0,2,0,
1218,3449,0,0,2,0,
1219,3450,0,0,4,0,
1220,3451,0,0,2,0,
1221,3452,0,0,4,0,
1222,3453,0,0,2,0,
1223,3454,0,0,8,0,
1224,3455,0,0,8,0,
1225,3456,0,0,8,0,
1226,3457,0,0,8,0,
1227,3458,0,0,2,0,
1228,3459,0,0,4,0,
1229,3460,0,0,8,0,
1230,3461,0,0,4,0,
1231,3462,0,0,4,0,
1232,3463,0,0,4,0,
1233,3464,0,0,10,0,
1234,3465,0,0,10,0,
1235,3474,0,0,10,0,
1236,3466,0,0,10,0,
1237,3472,0,0,10,0,
1238,3473,0,0,10,0,
1239,3476,0,0,10,0,
1240,3467,0,0,10,0,
1241,3475,0,0,10,0,
1242,3468,0,0,12,0,
1243,3469,0,0,10,0,
1244,3470,0,0,12,0,
1245,3471,0,0,10,0,
1246,3477,0,0,6,0,
1247,3478,0,0,10,0,
1248,3479,0,0,6,0,
1249,3480,0,0,6,0,
1250,3481,0,0,6,0,
1251,3482,0,0,6,0,
1252,3483,0,0,10,0,
1253,3484,0,0,6,0,
1254,3485,0,0,6,0,
1255,3486,0,0,6,0,
1256,3487,0,0,6,0,
1257,3488,0,0,10,0,
1258,3489,0,0,6,0,
1259,3490,0,0,6,0,
1260,3491,0,0,6,0,
1261,3492,0,0,10,0,
1262,3493,0,0,6,0,
1263,3494,0,0,6,0,
1264,3495,0,0,6,0,
1265,3496,0,0,6,0,
1266,3497,0,0,10,0,
1267,3498,0,0,6,0,
1268,3499,0,0,10,0,
1269,3500,0,0,12,0,
1270,3501,0,0,12,0,
1271,3502,0,0,12,0,
1272,3503,0,0,12,0,
1273,3504,0,0,12,0,
1274,3505,0,0,10,0,
1275,3510,0,0,10,0,
1276,3506,0,0,12,0,
1277,3511,0,0,12,0,
1278,3515,0,0,12,0,
1279,3507,0,0,12,0,
1280,3512,0,0,12,0,
1281,3516,0,0,12,0,
1282,3508,0,0,12,0,
1283,3513,0,0,12,0,
1284,3509,0,0,12,0,
1285,3514,0,0,12,0,
1286,3517,0,0,12,0,
1287,3518,0,0,2,0,
1288,3519,0,0,2,0,
1289,3520,0,0,2,0,
1290,3521,0,0,2,0,
1291,3522,0,0,4,0,
1292,3523,0,0,2,0,
1293,3525,0,0,4,0,
1294,3524,0,0,2,0,
1295,3532,0,0,8,0,
1296,3533,0,0,8,0,
1297,3534,0,0,8,0,
1298,3535,0,0,8,0,
1299,3526,0,0,2,0,
1300,3527,0,0,4,0,
1301,3528,0,0,8,0,
1302,3529,0,0,4,0,
1303,3530,0,0,4,0,
1304,3531,0,0,4,0,
1305,3536,0,0,10,0,
1306,3537,0,0,10,0,
1307,3544,0,0,10,0,
1308,3538,0,0,10,0,
1309,3545,0,0,10,0,
1310,3546,0,0,10,0,
1311,3548,0,0,10,0,
1312,3539,0,0,10,0,
1313,3547,0,0,10,0,
1314,3540,0,0,12,0,
1315,3541,0,0,10,0,
1316,3543,0,0,12,0,
1317,3542,0,0,10,0,
1318,3549,0,0,6,0,
1319,3550,0,0,10,0,
1320,3551,0,0,6,0,
1321,3552,0,0,6,0,
1322,3553,0,0,6,0,
1323,3554,0,0,6,0,
1324,3555,0,0,10,0,
1325,3556,0,0,6,0,
1326,3557,0,0,6,0,
1327,3558,0,0,10,0,
1328,3559,0,0,6,0,
1329,3560,0,0,10,0,
1330,3561,0,0,6,0,
1331,3563,0,0,6,0,
1332,3564,0,0,6,0,
1333,3565,0,0,10,0,
1334,3566,0,0,6,0,
1335,3567,0,0,6,0,
1336,3568,0,0,6,0,
1337,3569,0,0,6,0,
1338,3570,0,0,10,0,
1339,3571,0,0,6,0,
1340,3572,0,0,10,0,
1341,3573,0,0,12,0,
1342,3574,0,0,12,0,
1343,3575,0,0,12,0,
1344,3576,0,0,12,0,
1345,3577,0,0,12,0,
1346,3578,0,0,10,0,
1347,3579,0,0,12,0,
1348,3580,0,0,12,0,
1349,3581,0,0,12,0,
1350,3582,0,0,12,0,
1351,3583,0,0,10,0,
1352,3584,0,0,12,0,
1353,3585,0,0,12,0,
1354,3586,0,0,12,0,
1355,3587,0,0,12,0,
1356,3588,0,0,12,0,
1357,3589,0,0,12,0,
1358,3590,0,0,12,0,
1361,3591,0,0,12,0,
1381,3621,0,0,1,0,
1382,3622,0,0,1,0,
1383,3623,0,0,1,0,
1401,3624,0,0,1,0,
1402,3625,0,0,1,0,
1421,3632,0,0,1,0,
1422,3633,0,0,1,0,
1423,3634,0,0,1,0,
1424,3635,0,0,1,0,
1425,3636,0,0,1,0,
1426,3637,0,0,1,0,
1427,3638,0,0,1,0,
1428,3639,0,0,1,0,
1429,3640,0,0,1,0,
1430,3641,0,0,1,0,
1431,3626,0,0,1,0,
1432,3631,0,0,1,0,
1433,3642,0,0,1,0,
1434,3628,0,0,1,0,
1435,3643,0,0,1,0,
1436,3627,0,0,1,0,
1437,3767,0,0,6,0,
1438,3649,0,0,2,0,
1439,3651,0,0,2,0,
1440,3644,0,0,2,0,
1441,3648,0,0,2,0,
1442,3652,0,0,4,0,
1443,3647,0,0,2,0,
1444,3650,0,0,2,0,
1445,3646,0,0,4,0,
1446,3654,0,0,8,0,
1447,3655,0,0,8,0,
1448,3653,0,0,8,0,
1449,3656,0,0,8,0,
1450,3661,0,0,2,0,
1451,3662,0,0,4,0,
1452,3659,0,0,4,0,
1453,3660,0,0,8,0,
1454,3657,0,0,4,0,
1455,3658,0,0,4,0,
1456,3664,0,0,10,0,
1457,3670,0,0,10,0,
1458,3675,0,0,10,0,
1459,3669,0,0,10,0,
1460,3663,0,0,10,0,
1461,3674,0,0,10,0,
1462,3665,0,0,12,0,
1463,3673,0,0,10,0,
1464,3668,0,0,12,0,
1465,3672,0,0,10,0,
1466,3667,0,0,10,0,
1467,3671,0,0,10,0,
1468,3666,0,0,10,0,
1469,3711,0,0,10,0,
1470,3700,0,0,12,0,
1471,3714,0,0,12,0,
1472,3702,0,0,12,0,
1473,3701,0,0,12,0,
1474,3699,0,0,12,0,
1475,3712,0,0,12,0,
1476,3698,0,0,12,0,
1477,3713,0,0,12,0,
1478,3709,0,0,12,0,
1479,3705,0,0,10,0,
1480,3716,0,0,12,0,
1481,3703,0,0,12,0,
1482,3708,0,0,12,0,
1483,3710,0,0,12,0,
1484,3715,0,0,12,0,
1485,3706,0,0,10,0,
1486,3707,0,0,12,0,
1487,3704,0,0,12,0,
1488,3696,0,0,10,0,
1489,3683,0,0,6,0,
1490,3686,0,0,6,0,
1491,3677,0,0,6,0,
1492,3692,0,0,6,0,
1493,3680,0,0,6,0,
1494,3682,0,0,10,0,
1495,3685,0,0,6,0,
1496,3695,0,0,6,0,
1497,3687,0,0,10,0,
1498,3681,0,0,6,0,
1499,3688,0,0,6,0,
1500,3689,0,0,10,0,
1501,3690,0,0,6,0,
1502,3679,0,0,10,0,
1503,3693,0,0,6,0,
1504,3697,0,0,6,0,
1505,3684,0,0,6,0,
1506,3694,0,0,6,0,
1507,3678,0,0,6,0,
1508,3691,0,0,10,0,
1509,0,0,0,14,0,
1510,3732,0,0,2,0,
1511,3733,0,0,2,0,
1512,3734,0,0,2,0,
1513,3735,0,0,8,0,
1514,3736,0,0,8,0,
1515,3737,0,0,2,0,
1516,3738,0,0,4,0,
1517,3739,0,0,4,0,
1518,3740,0,0,4,0,
1519,3741,0,0,2,0,
1520,3745,0,0,4,0,
1521,3746,0,0,2,0,
1522,3747,0,0,8,0,
1523,3742,0,0,8,0,
1524,3743,0,0,4,0,
1525,3744,0,0,4,0,
1529,3749,0,1,14,0,
1530,3750,0,1,14,0,
1549,3792,0,0,4,0,
1550,3798,0,0,1,0,
1551,3799,0,0,1,0,
1552,3801,0,0,1,0,
1553,3800,0,0,1,0,
1554,3802,0,0,1,0,
1555,3803,0,0,1,0,
1556,3804,0,0,1,0,
1557,3805,0,0,1,0,
1569,3861,0,0,2,0,
1589,3862,0,0,2,0,
1590,3863,0,0,8,0,
1591,3864,0,0,8,0,
1592,3865,0,0,2,0,
1593,3866,0,0,2,0,
1609,3867,0,0,8,0,
1629,3879,0,1,14,0,
1649,3884,0,0,4,0,
1650,3889,0,0,2,285,
1651,3890,0,0,2,285,
1652,3891,0,0,2,285,
1653,3892,0,0,2,285,
1654,3893,0,0,2,285,
1655,3894,0,0,8,285,
1656,3895,0,0,8,285,
1657,3896,0,0,8,285,
1658,3897,0,0,8,285,
1659,3898,0,0,4,285,
1660,3936,0,0,4,285,
1661,3899,0,0,4,285,
1662,3900,0,0,4,285,
1663,3901,0,0,4,285,
1664,3902,0,0,10,285,
1665,3904,0,0,10,285,
1666,3903,0,0,10,285,
1667,3905,0,0,10,285,
1668,3906,0,0,10,285,
1669,3907,0,0,10,285,
1670,3908,0,0,10,285,
1671,3909,0,0,10,285,
1672,3910,0,0,10,285,
1673,3911,0,0,10,285,
1674,3912,0,0,10,285,
1675,3913,0,0,6,285,
1676,3914,0,0,6,285,
1677,3915,0,0,6,285,
1678,3916,0,0,6,285,
1679,3917,0,0,6,285,
1680,3918,0,0,6,285,
1681,3919,0,0,6,285,
1682,3920,0,0,6,285,
1683,3921,0,0,6,285,
1684,3922,0,0,6,285,
1685,3923,0,0,6,285,
1686,3924,0,0,6,285,
1687,3925,0,0,6,285,
1688,3926,0,0,12,285,
1689,3927,0,0,12,285,
1690,3928,0,0,12,285,
1691,3929,0,0,12,285,
1692,3930,0,0,12,285,
1693,3931,0,0,12,285,
1694,3932,0,0,12,285,
1695,3933,0,0,12,285,
1696,3885,0,0,12,285,
1697,3886,0,0,12,285,
1698,3888,0,0,12,285,
1699,3887,0,0,12,285,
1700,3958,0,0,12,285,
1701,3959,0,0,12,285,
1702,3960,0,0,12,285,
1703,3961,0,0,12,285,
1704,3962,0,0,12,285,
1705,3963,0,0,12,285,
1706,3964,0,0,12,285,
1707,3965,0,0,12,285,
1708,3966,0,0,6,285,
1709,3967,0,0,6,285,
1710,3968,0,0,6,285,
1711,3969,0,0,6,285,
1712,3970,0,0,6,285,
1713,3971,0,0,6,285,
1714,3972,0,0,6,285,
1715,3973,0,0,6,285,
1716,3974,0,0,6,285,
1717,3975,0,0,6,285,
1718,3976,0,0,6,285,
1719,3977,0,0,6,285,
1720,3978,0,0,6,285,
1721,3979,0,0,10,285,
1722,3980,0,0,10,285,
1723,3981,0,0,10,285,
1724,3982,0,0,10,285,
1725,3937,0,0,10,285,
1726,3938,0,0,10,285,
1727,3939,0,0,10,285,
1728,3940,0,0,10,285,
1729,3941,0,0,10,285,
1730,3942,0,0,10,285,
1731,3943,0,0,10,285,
1732,3944,0,0,4,285,
1733,3945,0,0,4,285,
1734,3946,0,0,4,285,
1735,3947,0,0,4,285,
1736,3948,0,0,4,285,
1737,3949,0,0,8,285,
1738,3950,0,0,8,285,
1739,3951,0,0,8,285,
1740,3952,0,0,8,285,
1741,3953,0,0,2,285,
1742,3954,0,0,2,285,
1743,3955,0,0,2,285,
1744,3956,0,0,2,285,
1745,3957,0,0,2,285,
1746,3983,0,0,10,285,
1747,4008,0,0,6,285,
1748,4009,0,0,6,285,
1749,3994,0,0,2,285,
1750,3995,0,0,2,285,
1751,4010,0,0,6,285,
1752,4011,0,0,6,285,
1753,3984,0,0,10,285,
1754,4012,0,0,6,285,
1755,3996,0,0,2,285,
1756,3985,0,0,10,285,
1757,4013,0,0,6,285,
1758,4014,0,0,6,285,
1759,3997,0,0,2,285,
1760,3986,0,0,10,285,
1761,4021,0,0,12,285,
1762,3999,0,0,4,285,
1763,3987,0,0,10,285,
1764,3988,0,0,10,285,
1765,4015,0,0,6,285,
1766,4022,0,0,12,285,
1767,4016,0,0,6,285,
1768,4023,0,0,12,285,
1769,4000,0,0,4,285,
1770,4024,0,0,12,285,
1771,4025,0,0,12,285,
1772,4017,0,0,6,285,
1773,3998,0,0,2,285,
1774,4026,0,0,12,285,
1775,4001,0,0,4,285,
1776,4027,0,0,12,285,
1777,0,0,0,10,285,
1778,4004,0,0,8,285,
1779,3990,0,0,10,285,
1780,4028,0,0,12,285,
1781,3991,0,0,10,285,
1782,4018,0,0,6,285,
1783,4019,0,0,6,285,
1784,4002,0,0,4,285,
1785,4005,0,0,8,285,
1786,3992,0,0,10,285,
1787,4006,0,0,8,285,
1788,4029,0,0,12,285,
1789,4007,0,0,8,285,
1790,4003,0,0,4,285,
1791,3993,0,0,10,285,
1792,4020,0,0,6,285,
1793,4030,0,0,12,285,
1794,4031,0,0,2,285,
1795,0,0,0,2,0,
1796,4032,0,0,2,0,
1797,4033,0,0,2,0,
1798,4034,0,0,2,0,
1799,4037,0,0,2,0,
1800,4041,0,0,8,0,
1801,4042,0,0,8,0,
1802,4043,0,0,8,0,
1803,4039,0,0,8,0,
1804,4044,0,0,4,0,
1805,4040,0,0,4,0,
1806,4036,0,0,4,285,
1807,4038,0,0,4,0,
1808,4035,0,0,4,285,
1809,4045,1,1,1,285,
1810,4046,1,1,1,285,
1811,4047,1,1,1,285,
1812,4048,1,1,1,285,
1813,4049,1,1,1,285,
1814,4050,1,1,1,285,
1815,4051,1,1,1,285,
1816,4052,1,1,1,285,
1817,4053,1,1,1,285,
1818,4054,1,1,1,285,
1819,4055,1,1,1,285,
1820,4056,1,1,1,285,
1821,4057,1,1,1,285,
1823,4119,0,0,2,0,
1824,4166,0,0,32,0,
1825,4167,0,0,32,0,
1826,4168,0,0,32,0,
1827,4169,0,0,32,0,
1828,4170,0,0,32,0,
1829,4171,0,0,32,0,
1830,4172,0,0,16,0,
1831,4173,0,0,16,0,
1832,0,0,0,16,0,
1833,0,0,0,32,0,
1837,4212,1,1,2,0,
1838,4213,1,1,2,0,
